step,date,action,reward,net_worth,drawdown,position,position_entry_price,position_size,trade_pnl,current_price
480,2025-07-09 10:30:00,0,-0.7519999999999527,9999.6,0.3999999999996362,1,108845.0,1000.0,-0.3999999761581421,108845.0
481,2025-07-09 10:45:00,2,0.0223253250034758,9999.823253250035,0.3999999999996362,1,108845.0,1000.0,-0.1767467409372329,108869.3
482,2025-07-09 11:00:00,2,0.1151222380450053,10000.696054021775,0.3999999999996362,1,108845.0,1000.0,0.6960539817810059,108964.3
483,2025-07-09 11:15:00,2,0.0406449538333617,10000.986375120585,0.3999999999996362,1,108845.0,1000.0,0.986375093460083,108995.9
484,2025-07-09 11:30:00,1,-0.2250245762323174,10000.736129358262,0.3999999999996362,0,108845.0,1000.0,0.74,109012.2
485,2025-07-09 11:45:00,0,-0.7475112007423741,10000.336099913087,0.6502752074975433,1,109018.9,1000.0736129358262,-0.4000294506549835,109018.9
486,2025-07-09 12:00:00,2,0.401267461243624,10003.388088981255,0.6502752074975433,1,109018.9,1000.0736129358262,2.6519594192504883,109351.6
487,2025-07-09 12:15:00,2,0.1618187170498277,10004.543936960185,0.6502752074975433,1,109018.9,1000.0736129358262,3.807807445526123,109477.6
488,2025-07-09 12:30:00,2,-0.0413720189282685,10004.1302167709,0.6502752074975433,1,109018.9,1000.0736129358262,3.394087553024292,109432.5
489,2025-07-09 12:45:00,2,-0.1525846650820858,10002.901898958373,1.6420380018098513,1,109018.9,1000.0736129358262,2.165769577026367,109298.6
490,2025-07-09 13:00:00,2,0.4064181655429638,10006.274039569911,1.6420380018098513,1,109018.9,1000.0736129358262,5.537909984588623,109666.2
491,2025-07-09 13:15:00,1,-0.2011845120141515,10004.76219444977,1.6420380018098513,0,109018.9,1000.0736129358262,4.03,109545.0
492,2025-07-09 13:30:00,0,0.1018810230388226,10004.362003961993,1.9120356079201883,1,109412.8,1000.476219444977,-0.4001904726028442,109412.8
493,2025-07-09 13:45:00,2,-0.3190542262777853,10001.907740682933,4.366298886980076,1,109412.8,1000.476219444977,-2.854453563690185,109144.4
494,2025-07-09 14:00:00,2,0.0695862278451386,10002.603602961382,4.366298886980076,1,109412.8,1000.476219444977,-2.1585915088653564,109220.5
495,2025-07-09 14:15:00,2,-0.3954161958880285,9999.40135631337,6.872683256540768,1,109412.8,1000.476219444977,-5.360837936401367,108870.3
496,2025-07-09 14:30:00,2,-0.2537931345389915,9997.4491014323,8.824938137609934,1,109412.8,1000.476219444977,-7.3130927085876465,108656.8
497,2025-07-09 14:45:00,2,0.165781643999071,9999.106917872292,8.824938137609934,1,109412.8,1000.476219444977,-5.655276298522949,108838.1
498,2025-07-09 15:00:00,2,-0.0705006329417301,9998.401911542876,8.824938137609934,1,109412.8,1000.476219444977,-6.3602824211120605,108761.0
499,2025-07-09 15:15:00,1,0.0645154125339104,9999.547065668214,8.824938137609934,0,109412.8,1000.476219444977,-5.22,108930.0
500,2025-07-09 15:30:00,0,0.310001811737311,9999.147083785589,8.824938137609934,1,108809.9,999.9547065668214,-0.3999819159507751,108809.9
501,2025-07-09 15:45:00,2,0.1837984791029157,10000.985068576616,8.824938137609934,1,108809.9,999.9547065668214,1.4380029439926147,109009.9
502,2025-07-09 16:00:00,2,0.064237568446515,10001.62744426108,8.824938137609934,1,108809.9,999.9547065668214,2.080378770828247,109079.8
503,2025-07-09 16:15:00,2,0.0673621425912642,10002.301065686994,8.824938137609934,1,108809.9,999.9547065668214,2.753999948501587,109153.1
504,2025-07-09 16:30:00,2,0.0930020304260324,10003.231085991254,8.824938137609934,1,108809.9,999.9547065668214,3.6840202808380127,109254.3
505,2025-07-09 16:45:00,2,0.0879475722507777,10004.110561713762,8.824938137609934,1,108809.9,999.9547065668214,4.563495635986328,109350.0
506,2025-07-09 17:00:00,2,-0.1332538973496412,10002.778022740264,8.824938137609934,1,108809.9,999.9547065668214,3.23095703125,109205.0
507,2025-07-09 17:15:00,2,-0.1259019581853863,10001.519003158412,8.824938137609934,1,108809.9,999.9547065668214,1.9719375371932983,109068.0
508,2025-07-09 17:30:00,2,0.0248127946788372,10001.7671311052,8.824938137609934,1,108809.9,999.9547065668214,2.220065355300904,109095.0
509,2025-07-09 17:45:00,2,0.0102008155901785,10001.869139261102,8.824938137609934,1,108809.9,999.9547065668214,2.3220736980438232,109106.1
510,2025-07-09 18:00:00,2,0.2894826045871014,10004.763965306973,8.824938137609934,1,108809.9,999.9547065668214,5.216899394989014,109421.1
511,2025-07-09 18:15:00,2,0.0663512509561769,10005.427477816536,8.824938137609934,1,108809.9,999.9547065668214,5.880411624908447,109493.3
512,2025-07-09 18:30:00,2,-0.1338052927869285,10004.089424888663,8.824938137609934,1,108809.9,999.9547065668214,4.542359352111816,109347.7
513,2025-07-09 18:45:00,2,0.1315078117981102,10005.404503006646,8.824938137609934,1,108809.9,999.9547065668214,5.857437610626221,109490.8
514,2025-07-09 19:00:00,2,0.137106875126301,10006.632276847053,8.824938137609934,1,108809.9,999.9547065668214,7.08521032333374,109624.4
515,2025-07-09 19:15:00,2,0.8703776977915914,10012.849260402709,8.824938137609934,1,108809.9,999.9547065668214,13.302194595336914,110300.9
516,2025-07-09 19:30:00,2,1.329561438134442,10022.346127817951,8.824938137609934,1,108809.9,999.9547065668214,22.79906272888184,111334.3
517,2025-07-09 19:45:00,2,0.4738508589752018,10025.730776810631,8.824938137609934,1,108809.9,999.9547065668214,26.183712005615234,111702.6
518,2025-07-09 20:00:00,2,-0.3592341274066711,10022.138435536566,8.824938137609934,1,108809.9,999.9547065668214,22.59136962890625,111311.7
519,2025-07-09 20:15:00,2,-0.3187065627644188,10018.951369908922,8.824938137609934,1,108809.9,999.9547065668214,19.40430450439453,110964.9
520,2025-07-09 20:30:00,2,-0.0033083726239055,10018.918286182685,8.824938137609934,1,108809.9,999.9547065668214,19.37121963500977,110961.3
521,2025-07-09 20:45:00,2,-0.2853698937505578,10016.258722190065,9.472054620568088,1,108809.9,999.9547065668214,16.71165657043457,110671.9
522,2025-07-09 21:00:00,2,0.3042783821547346,10019.301506011612,9.472054620568088,1,108809.9,999.9547065668214,19.754440307617188,111003.0
523,2025-07-09 21:15:00,2,0.1677161121813696,10020.978667133426,9.472054620568088,1,108809.9,999.9547065668214,21.43160057067871,111185.5
524,2025-07-09 21:30:00,2,-0.159169482903053,10019.386972304395,9.472054620568088,1,108809.9,999.9547065668214,19.839906692504883,111012.3
525,2025-07-09 21:45:00,2,-0.206038095074291,10017.326591353652,9.472054620568088,1,108809.9,999.9547065668214,17.779525756835938,110788.1
526,2025-07-09 22:00:00,2,0.4270557661955536,10021.597149015608,9.472054620568088,1,108809.9,999.9547065668214,22.05008316040039,111252.8
527,2025-07-09 22:15:00,2,-0.1993294505869926,10019.603854509738,9.472054620568088,1,108809.9,999.9547065668214,20.056787490844727,111035.9
528,2025-07-09 22:30:00,2,0.2033730171273418,10021.637584681012,9.472054620568088,1,108809.9,999.9547065668214,22.090517044067383,111257.2
529,2025-07-09 22:45:00,2,0.0688325304239697,10022.325909985251,9.472054620568088,1,108809.9,999.9547065668214,22.778844833374023,111332.1
530,2025-07-09 23:00:00,2,-0.0294077566564737,10022.031832418686,9.472054620568088,1,108809.9,999.9547065668214,22.48476791381836,111300.1
531,2025-07-09 23:15:00,2,0.0506364809927617,10022.538197228614,9.472054620568088,1,108809.9,999.9547065668214,22.99112892150879,111355.2
532,2025-07-09 23:30:00,1,0.0771018839779571,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,22.26,111319.4
533,2025-07-09 23:45:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111209.7
534,2025-07-10 00:00:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111228.0
535,2025-07-10 00:15:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111092.1
536,2025-07-10 00:30:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,110985.0
537,2025-07-10 00:45:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,110865.0
538,2025-07-10 01:00:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,110960.6
539,2025-07-10 01:15:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111055.9
540,2025-07-10 01:30:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111150.4
541,2025-07-10 01:45:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111155.8
542,2025-07-10 02:00:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111323.0
543,2025-07-10 02:15:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111249.0
544,2025-07-10 02:30:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111133.8
545,2025-07-10 02:45:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111172.1
546,2025-07-10 03:00:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111076.7
547,2025-07-10 03:15:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111000.8
548,2025-07-10 03:30:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,110974.0
549,2025-07-10 03:45:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111025.8
550,2025-07-10 04:00:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,110910.1
551,2025-07-10 04:15:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111011.1
552,2025-07-10 04:30:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111110.9
553,2025-07-10 04:45:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111108.0
554,2025-07-10 05:00:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,110948.8
555,2025-07-10 05:15:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,110953.6
556,2025-07-10 05:30:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,110907.3
557,2025-07-10 05:45:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111043.6
558,2025-07-10 06:00:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111099.9
559,2025-07-10 06:15:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111229.6
560,2025-07-10 06:30:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111092.5
561,2025-07-10 06:45:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111177.2
562,2025-07-10 07:00:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111343.2
563,2025-07-10 07:15:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111305.1
564,2025-07-10 07:30:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111224.6
565,2025-07-10 07:45:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111190.8
566,2025-07-10 08:00:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111087.2
567,2025-07-10 08:15:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111221.4
568,2025-07-10 08:30:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111345.2
569,2025-07-10 08:45:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111195.3
570,2025-07-10 09:00:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111132.9
571,2025-07-10 09:15:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111093.8
572,2025-07-10 09:30:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111040.9
573,2025-07-10 09:45:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,110993.7
574,2025-07-10 10:00:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,110940.5
575,2025-07-10 10:15:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,110951.1
576,2025-07-10 10:30:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,110900.7
577,2025-07-10 10:45:00,2,0.0,10021.809216068394,9.472054620568088,0,108809.9,999.9547065668214,,111033.8
578,2025-07-10 11:00:00,0,0.1599127631357987,10021.408343699752,9.472054620568088,1,111044.6,1002.1809216068394,-0.4008723795413971,111044.6
579,2025-07-10 11:15:00,2,0.0609189570754097,10022.017533270506,9.472054620568088,1,111044.6,1002.1809216068394,0.2083172053098678,111112.1
580,2025-07-10 11:30:00,2,-0.061460458916008,10021.402928681346,9.472054620568088,1,111044.6,1002.1809216068394,-0.4062873721122741,111044.0
581,2025-07-10 11:45:00,2,-0.0582114478720541,10020.820814202623,9.472054620568088,1,111044.6,1002.1809216068394,-0.9884018301963806,110979.5
582,2025-07-10 12:00:00,2,-0.1912404000631795,10018.908410201992,9.472054620568088,1,111044.6,1002.1809216068394,-2.900805950164795,110767.6
583,2025-07-10 12:15:00,2,0.0985533350018158,10019.893943552011,9.472054620568088,1,111044.6,1002.1809216068394,-1.9152724742889404,110876.8
584,2025-07-10 12:30:00,2,-0.0773445129088941,10019.120498422924,9.472054620568088,1,111044.6,1002.1809216068394,-2.688717603683472,110791.1
585,2025-07-10 12:45:00,2,0.0323998601334096,10019.444497024257,9.472054620568088,1,111044.6,1002.1809216068394,-2.3647189140319824,110827.0
586,2025-07-10 13:00:00,2,0.0155230527658204,10019.599727551917,9.472054620568088,1,111044.6,1002.1809216068394,-2.2094883918762207,110844.2
587,2025-07-10 13:15:00,2,0.1371804663029251,10020.971532214944,9.472054620568088,1,111044.6,1002.1809216068394,-0.8376838564872742,110996.2
588,2025-07-10 13:30:00,1,-0.2001899510440125,10018.469632704504,9.472054620568088,0,111044.6,1002.1809216068394,-3.34,110763.4
589,2025-07-10 13:45:00,0,0.3599261214691068,10018.068893919197,9.472054620568088,1,110761.9,1001.8469632704504,-0.400738775730133,110761.9
590,2025-07-10 14:00:00,2,0.2605879008198826,10020.674772927394,9.472054620568088,1,110761.9,1001.8469632704504,2.2051401138305664,111050.0
591,2025-07-10 14:15:00,2,-0.2077648067279369,10018.597124860114,9.472054620568088,1,110761.9,1001.8469632704504,0.1274921596050262,110820.3
592,2025-07-10 14:30:00,2,0.1758357789634828,10020.35548264975,9.472054620568088,1,110761.9,1001.8469632704504,1.8858498334884644,111014.7
593,2025-07-10 14:45:00,2,0.1615445993975299,10021.970928643725,9.472054620568088,1,110761.9,1001.8469632704504,3.501296043395996,111193.3
594,2025-07-10 15:00:00,2,-0.2170812085969373,10019.800116557755,9.472054620568088,1,110761.9,1001.8469632704504,1.3304837942123413,110953.3
595,2025-07-10 15:15:00,2,0.2960444982240006,10022.760561539995,9.472054620568088,1,110761.9,1001.8469632704504,4.290928363800049,111280.6
596,2025-07-10 15:30:00,2,-0.132600438251211,10021.434557157483,9.472054620568088,1,110761.9,1001.8469632704504,2.9649243354797363,111134.0
597,2025-07-10 15:45:00,1,0.2136206555360331,10023.070763712843,9.472054620568088,0,110761.9,1001.8469632704504,4.6,111359.2
598,2025-07-10 16:00:00,0,0.1599077169452357,10022.669840882296,9.472054620568088,1,111421.6,1002.3070763712844,-0.4009228050708771,111421.6
599,2025-07-10 16:15:00,2,1.04677808802895,10031.021380347742,9.472054620568088,1,111421.6,1002.3070763712844,7.950616359710693,112350.0
600,2025-07-10 16:30:00,1,-0.1412822754553417,10032.86936409449,9.472054620568088,0,111421.6,1002.3070763712844,9.8,112600.0
601,2025-07-10 16:45:00,0,0.1598685225435474,10032.468049319925,9.472054620568088,1,112605.0,1003.286936409449,-0.40131476521492,112605.0
602,2025-07-10 17:00:00,2,0.9850870859652424,10039.61904701241,9.472054620568088,1,112605.0,1003.286936409449,6.749682426452637,113407.6
603,2025-07-10 17:15:00,2,0.0268184687943721,10039.810607503798,9.472054620568088,1,112605.0,1003.286936409449,6.941243171691895,113429.1
604,2025-07-10 17:30:00,2,0.1982071949501551,10041.226373182011,9.472054620568088,1,112605.0,1003.286936409449,8.357008934020996,113588.0
605,2025-07-10 17:45:00,2,0.1307244432395964,10042.160119205151,9.472054620568088,1,112605.0,1003.286936409449,9.29075527191162,113692.8
606,2025-07-10 18:00:00,2,-0.3241381710098722,10038.918737495054,9.472054620568088,1,112605.0,1003.286936409449,6.049373149871826,113329.0
607,2025-07-10 18:15:00,2,-0.1480807147385348,10037.437930347667,9.472054620568088,1,112605.0,1003.286936409449,4.56856632232666,113162.8
608,2025-07-10 18:30:00,2,-0.1130652388706948,10036.307277958962,9.472054620568088,1,112605.0,1003.286936409449,3.437913656234741,113035.9
609,2025-07-10 18:45:00,2,0.3072986673483683,10039.380264632446,9.472054620568088,1,112605.0,1003.286936409449,6.510900497436523,113380.8
610,2025-07-10 19:00:00,2,0.1985992257232283,10041.366256889678,9.472054620568088,1,112605.0,1003.286936409449,8.496892929077148,113603.7
611,2025-07-10 19:15:00,1,-0.2671368577945031,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,5.33,113292.8
612,2025-07-10 19:30:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,113217.2
613,2025-07-10 19:45:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,113247.4
614,2025-07-10 20:00:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,113397.0
615,2025-07-10 20:15:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,113386.7
616,2025-07-10 20:30:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,113537.3
617,2025-07-10 20:45:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,113435.8
618,2025-07-10 21:00:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,113614.3
619,2025-07-10 21:15:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,115693.0
620,2025-07-10 21:30:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,116257.4
621,2025-07-10 21:45:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,116458.2
622,2025-07-10 22:00:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,116065.3
623,2025-07-10 22:15:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,115882.6
624,2025-07-10 22:30:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,115932.4
625,2025-07-10 22:45:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,115991.5
626,2025-07-10 23:00:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,115981.9
627,2025-07-10 23:15:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,115764.3
628,2025-07-10 23:30:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,115758.1
629,2025-07-10 23:45:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,115990.1
630,2025-07-11 00:00:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,115854.7
631,2025-07-11 00:15:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,115459.8
632,2025-07-11 00:30:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,115419.9
633,2025-07-11 00:45:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,115555.4
634,2025-07-11 01:00:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,115622.4
635,2025-07-11 01:15:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,115920.0
636,2025-07-11 01:30:00,2,0.0,10038.194888311731,9.472054620568088,0,112605.0,1003.286936409449,,115978.0
